web-scraper-order,web-scraper-start-url,complaint,complaint-href,title,user_text,images-src,municipality,complaint_number,image_url,complaint_en,title_en,user_text_en,date_created,date_modified,image_description,complaint_severity,category
1731179615-25,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Gropë n'rrugë          20:12, 13 Maj 2017,                 Përditësimi i fundit 13:02, 22 Maj 2017",https://ndreqe.com/report/612,"Raportuar në kategorinë Gropë n'rrugë nga anonim në 20:12, Sht 13 maj 2017","*Pershendetje Po ju shkruaj per kete rruge e cila gjendet ne lagjen Qosaj ne fshatin Prapashtice te komunes se Prishtines. Rruga perveqe qe nuk eshte asfaltuar ende per kunder kerkesave te vazhdueshme nga banoret,kjo rruge paraqet edhe rrezik te madh per banoret pershkake te rreshqitjes se dheut sidomos pas reshjeve.Kerkojme nga komuna qe kjo rruge te rregullohet sa me shpejte dhe te mirren parasysh kerkesat e banoreve tash e sa vite.",/photo/612.0.jpeg?93597297,Prishtinës,612,https://ndreqe.com/photo/612.0.full.jpeg?93597297,"Hole in the road 20:12, 13 May 2017, Last update 13:02, 22 May 2017","Reported in category Pothole by anonymous at 20:12, Sat 13 May 2017","Hello, I am writing to you about this road which is located in the Qosaj neighborhood in the village of Prapashtice, municipality of Prishtina. The road, in addition to not being asphalted yet despite the continuous requests from the residents, also poses a great risk to the residents due to the risk of landslides, especially after rainfall. We ask the municipality to regulate this road as soon as possible and to take into consideration the requests of the residents, which have been pending for years.",2017-05-13 20:12:00,2017-05-22 13:02:00,"The image depicts a dirt road that is in need of repair and maintenance. The road is unpaved and has a large pothole on the left side, which is causing the ground to erode and creating a safety hazard for residents. The road is surrounded by trees and bushes, and the sun is shining down on it, casting shadows on the ground.

The pothole is approximately 2-3 feet deep and 5-6 feet wide, and it appears to be getting larger as the surrounding ground continues to erode. The road itself is uneven and rough, making it difficult for vehicles to navigate.

The image suggests that the road has been neglected for an extended period, and the erosion caused by the pothole is a significant concern for the residents who use this road. The fact that the road is not asphalted yet, despite repeated requests from the residents, indicates that the municipality may not be prioritizing the maintenance and repair of this road.

Overall, the image highlights the need for urgent attention and repair of this road to ensure the safety and well-being of the residents who use it.",8,Pothole in the Road
1731179615-26,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Gropë n'rrugë          20:12, 13 Maj 2017,                 Përditësimi i fundit 13:02, 22 Maj 2017",https://ndreqe.com/report/612,"Raportuar në kategorinë Gropë n'rrugë nga anonim në 20:12, Sht 13 maj 2017","*Pershendetje Po ju shkruaj per kete rruge e cila gjendet ne lagjen Qosaj ne fshatin Prapashtice te komunes se Prishtines. Rruga perveqe qe nuk eshte asfaltuar ende per kunder kerkesave te vazhdueshme nga banoret,kjo rruge paraqet edhe rrezik te madh per banoret pershkake te rreshqitjes se dheut sidomos pas reshjeve.Kerkojme nga komuna qe kjo rruge te rregullohet sa me shpejte dhe te mirren parasysh kerkesat e banoreve tash e sa vite.",/photo/612.1.jpeg?5488a9a0,Prishtinës,612,https://ndreqe.com/photo/612.1.jpeg?5488a9a0,"Hole in the road 20:12, 13 May 2017, Last update 13:02, 22 May 2017","Reported in the Pothole category by an anonymous person at 20:12, Sat 13 May 2017","Hello, I am writing to you about this road which is located in the Qosaj neighborhood in the village of Prapashtice, municipality of Prishtina. The road, apart from not being paved yet, despite the continuous requests from the residents, also poses a great risk to the residents due to the risk of landslides, especially after rainfall. We request from the municipality that this road be regulated as soon as possible and that the requests of the residents be taken into consideration, now and after all these years.",2017-05-13 20:12:00,2017-05-22 13:02:00,"The image shows a dirt road with a large pothole and overgrown vegetation on the side of the road. The pothole is located in the center of the image, and it appears to be quite deep, with some greenery growing out of it. The road itself is unpaved and has a rough texture, with some small rocks and pebbles scattered about. On the right side of the image, there is a patch of overgrown vegetation, including bushes and trees, that has grown up alongside the road. The vegetation appears to be quite dense and could potentially obstruct the view of drivers or pedestrians using the road.

The overall condition of the road suggests that it may be prone to erosion or landslides, especially after rainfall, as mentioned in the report. This could pose a risk to the safety of residents who use the road, particularly if they are walking or driving on it during heavy rain or snow.

In terms of how this would disrupt a resident in the area, the pothole and overgrown vegetation could make it difficult for them to navigate the road safely. The rough texture of the road and the presence of small rocks and pebbles could also make it uncomfortable for pedestrians or cyclists to use the road. Additionally, the risk of landslides or erosion could lead to damage to property or injury to residents, particularly if they are not aware of the potential hazards.

Overall, the image suggests that the road is in need of repair and maintenance to ensure the safety and comfort of residents who use it.",7,Pothole in the Road
1731179615-27,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Gropë n'rrugë          20:12, 13 Maj 2017,                 Përditësimi i fundit 13:02, 22 Maj 2017",https://ndreqe.com/report/612,"Raportuar në kategorinë Gropë n'rrugë nga anonim në 20:12, Sht 13 maj 2017","*Pershendetje Po ju shkruaj per kete rruge e cila gjendet ne lagjen Qosaj ne fshatin Prapashtice te komunes se Prishtines. Rruga perveqe qe nuk eshte asfaltuar ende per kunder kerkesave te vazhdueshme nga banoret,kjo rruge paraqet edhe rrezik te madh per banoret pershkake te rreshqitjes se dheut sidomos pas reshjeve.Kerkojme nga komuna qe kjo rruge te rregullohet sa me shpejte dhe te mirren parasysh kerkesat e banoreve tash e sa vite.",/photo/612.2.jpeg?70408511,Prishtinës,612,https://ndreqe.com/photo/612.2.jpeg?70408511,"Hole in the road 20:12, 13 May 2017, Last update 13:02, 22 May 2017","Reported in category Pothole by anonymous at 20:12, Fri 13 May 2017","Hello, I am writing to you about this road which is located in the Qosaj neighborhood in the village of Prapashtice, municipality of Prishtina. Despite the fact that the road is not yet asphalted, despite the continuous demands from the residents, this road also poses a great risk to the residents due to land sliding, especially after rainfall. We are asking the municipality to fix this road as soon as possible and to take into consideration the demands of the residents that have been going on for years.",2017-05-13 20:12:00,2017-05-22 13:02:00,"The image shows a municipality complaint form from Kosovo, submitted by an anonymous user. The form is written in Albanian and includes the following information:

* **Category:** Pothole
* **Location:** Qosaj neighborhood, Prapashtice village, Prishtina municipality
* **Description:** The road is not yet asphalted, despite continuous demands from residents. It poses a great risk to residents due to land sliding, especially after rainfall.
* **Request:** The municipality is asked to fix the road as soon as possible and consider the demands of the residents, which have been ongoing for years.

The complaint highlights several issues that could disrupt a resident in the area:

1. **Safety risk:** The road's condition poses a significant safety risk to residents, especially during rainfall, due to land sliding.
2. **Inconvenience:** The lack of asphalt on the road creates an inconvenient and potentially hazardous environment for residents.
3. **Lack of response:** Despite continuous demands from residents, the municipality has not taken action to address the issue, leading to frustration and concern among the community.

Overall, the complaint suggests that the municipality has failed to prioritize the needs of its residents, particularly in terms of road maintenance and safety. The severity of the problem is high, as it affects the daily lives of residents and poses a significant risk to their safety.",8,Pothole in the Road
1731179618-28,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ujëra të zeza          10:30, 17 Maj 2017,                 Përditësimi i fundit 07:16, 23 Maj 2017",https://ndreqe.com/report/647,"Raportuar në kategorinë Ujëra të zeza nga anonim në 10:30, M�r 17 maj 2017",*Kanalizimi i bllokuar.,/photo/647.0.jpeg?934f5992,Prishtinës,647,https://ndreqe.com/photo/647.0.full.jpeg?934f5992,"Black Waters 10:30, 17 May 2017, Last updated 07:16, 23 May 2017","Reported in Black Waters category by anonymous at 10:30, Wed May 17 2017",Clogged drain.,2017-05-17 10:30:00,2017-05-23 07:16:00,"The image depicts a residential street in a municipality in Kosovo, with a red car parked on the side of the road. The street is paved with asphalt and has a brick sidewalk on the left side. A red brick building stands on the left side of the street, with a sign that reads ""ANDI DESIGN"" in black letters. In front of the building, there is a glass door with a silver frame and a white sign that says ""ANDI DESIGN"" in black letters.

On the right side of the street, there is a row of houses with red roofs and white walls. A red brick building stands out among the houses, with a blue door and a window on the second floor. The street is lined with power lines and telephone poles, which are supported by metal poles.

In the background, the sky is overcast, suggesting that it may be a cloudy or rainy day. The overall atmosphere of the image is quiet and peaceful, with no visible signs of activity or movement.

Based on the description provided, the problem reported is a clogged drain, which is likely causing water to accumulate on the street. This could be a nuisance for residents and drivers, and may also pose a safety risk if the water accumulates to a significant level. The fact that the drain is clogged suggests that it may have been neglected or not properly maintained, which could be a concern for the municipality.

Overall, the image provides a clear view of the street and the surrounding buildings, and highlights the issue of the clogged drain. The description provided by the person who submitted the photo helps to contextualize the problem and provide more information about the location and severity of the issue.",6,Other
1731179621-29,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik          18:37,  1 Qer 2017,                 Përditësimi i fundit 08:10, 12 Qer 2017",https://ndreqe.com/report/710,"Raportuar në kategorinë Ndriçim publik nga anonim në 18:37, Enj  1 qershor 2017",Mungese e ndriqimit publik,/photo/710.0.jpeg?6750f159,Prishtinës,710,https://ndreqe.com/photo/710.0.full.jpeg?6750f159,"Public domain 18:37, 1 July 2017, Last updated 08:10, 12 July 2017","Reported in the category Public Lighting by an anonymous person at 18:37, Fri  1 Jun 2017",Ministry of Public Works,,,"The image shows a photo of a municipality complaint in Kosovo, provided by the public on their municipality complaints portal. The photo is taken from behind a window, with a blurry and pixelated quality. It appears to show a street or road in a residential area, with several houses and buildings visible in the background.

The street is dark, with no visible streetlights or other sources of illumination. The houses are also dark, with no lights visible in the windows. The sky above is cloudy and overcast, with a hint of pink or orange on the horizon, suggesting that the photo was taken at dusk or dawn.

The overall atmosphere of the image is one of darkness and gloom, with the lack of lighting making it difficult to see any details clearly. The fact that the photo was taken from behind a window suggests that the person who took it may have been trying to capture a specific issue or problem with the lighting in the area.

Based on the description provided by the person who submitted the photo, it appears that the complaint is related to the lack of public lighting in the area. This could be a significant issue for residents, as it may make it difficult for them to navigate the streets safely at night, particularly for older adults or people with disabilities.

Overall, the image suggests that there may be a need for improved public lighting in the area, to ensure the safety and well-being of residents.",5,Public Lighting
1731179624-30,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik          18:51,  7 Qer 2017,                 Përditësimi i fundit 08:28, 12 Qer 2017",https://ndreqe.com/report/744,"Raportuar në kategorinë Ndriçim publik nga anonim në 18:51, M�r  7 qershor 2017",*Rruga Kreshniket Bernic e Poshtme SKA NDRIQIM PUBLIK MBETURINA QEN ENDACAK JU KISHA LUT ME INTERVENU SA MA SHPEJT ME MONTU NDRIQIM PUBLIK,/photo/744.0.jpeg?e332d6ce,Prishtinës,744,https://ndreqe.com/photo/744.0.full.jpeg?e332d6ce,"Last public 18:51, 7 July 2017 Last update 08:28, 12 July 2017","Reported in the Public Lighting category by an anonymous person at 18:51, Wed 7 June 2017",Kreshniket Street Bernic e Poshtme SKA NDRIQIM PUBLIC NOTICE REMAINS ARE FOUND IN YOUR HOUSE INTERVENE AS SOON AS POSSIBLE WITH NDRIQIM PUBLIC,,,"The image depicts a street with a significant amount of trash scattered along the side of the road. The trash appears to be a mix of household waste, including plastic bags, bottles, and other unidentifiable items. The street itself is unpaved and appears to be in disrepair, with potholes and uneven surfaces.

In the background, there are several power lines and poles, as well as some trees and bushes. The sky above is cloudy, with a hint of pink and orange, suggesting that the photo was taken during sunset or sunrise.

The overall atmosphere of the image is one of neglect and disrepair. The presence of trash and the poor condition of the street suggest that the area may not receive adequate maintenance or attention from local authorities. The fact that the photo was taken in a residential area adds to the sense of neglect, as it implies that residents may be living in unsanitary conditions.

The image also raises concerns about the health and safety of residents in the area. The presence of trash and debris can attract pests and create unsanitary conditions, which can lead to the spread of diseases. Additionally, the poor condition of the street can make it difficult for residents to navigate safely, particularly for those with mobility issues.

In terms of the municipality complaint, it is clear that the resident who submitted the photo is concerned about the state of the street and the impact it is having on their quality of life. The fact that they have reported the issue to the municipality suggests that they are seeking help to address the problem and improve their living conditions.

Overall, the image presents a stark picture of neglect and disrepair, highlighting the need for improved waste management and infrastructure in the area.",6,Public Lighting
1731179624-31,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik          18:51,  7 Qer 2017,                 Përditësimi i fundit 08:28, 12 Qer 2017",https://ndreqe.com/report/744,"Raportuar në kategorinë Ndriçim publik nga anonim në 18:51, M�r  7 qershor 2017",*Rruga Kreshniket Bernic e Poshtme SKA NDRIQIM PUBLIK MBETURINA QEN ENDACAK JU KISHA LUT ME INTERVENU SA MA SHPEJT ME MONTU NDRIQIM PUBLIK,/photo/744.1.jpeg?ebe432fd,Prishtinës,744,https://ndreqe.com/photo/744.1.jpeg?ebe432fd,"Page protected 18:51, 7 Jul 2017, Last edited 08:28, 12 Jul 2017","Reported in Public Lighting category by anonymous at 18:51, Wed  7 June 2017",Kreshniket Street Bernic e Poshtme SKA NDRIQIM PUBLIC NOTICE THE WASTE WILL BE COLLECTED ONLY ONCE A WEEK I WILL INTERVENE AS SOON AS POSSIBLE IN NDRIQIM PUBLIC,2017-07-07 18:51:00,2017-07-12 08:28:00,"The image shows a dirt road with a sidewalk on either side, lined with trees and bushes. The road appears to be unpaved and has a rough texture. The sidewalk is narrow and has a few patches of grass and weeds growing on it. The trees and bushes are sparse and appear to be deciduous, with no leaves on them. The sky above is overcast and gray, suggesting that it may be a cloudy or rainy day.

The overall atmosphere of the image is one of neglect and disrepair. The unpaved road and overgrown vegetation suggest that the area may not receive much maintenance or upkeep. The presence of trash and debris on the sidewalk and in the bushes adds to the sense of neglect and abandonment.

Based on the image, it is likely that the resident in the area would experience disruptions due to the poor condition of the road and sidewalk. The unpaved road may be rough and difficult to navigate, especially for those with mobility issues. The lack of proper lighting and the presence of trash and debris may also make the area feel unsafe or uninviting. Additionally, the overgrown vegetation may attract pests and create an unpleasant environment for residents. Overall, the image suggests that the area is in need of attention and maintenance to improve the quality of life for residents.",5,Public Lighting
1731179628-32,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ujëra të zeza          09:22,  3 Qer 2017,                 Përditësimi i fundit 09:27, 15 Qer 2017",https://ndreqe.com/report/715,"Raportuar në kategorinë Ujëra të zeza nga anonim në 09:22, Sht  3 qershor 2017","*kanalizimi eshte I instalum keq Po kem problem me ujin e ndotur nonstop eshte ne rrug, Ju lutem tegullone mos te kem problem seeeshte ne pytjhe edhe shendeti ka mundesi per infrksion, rruga vidovdanska ne berr ic te poshtem prishtine",/photo/715.0.jpeg?4e0d5d73,Prishtinës,715,https://ndreqe.com/photo/715.0.full.jpeg?4e0d5d73,"Dark Waters 09:22, 3 Jul 2017, Last update 09:27, 15 Jul 2017","Reported in Black Waters category by anonymous at 09:22, Sat 3 June 2017","The canalization is poorly installed, I have a problem with polluted water nonstop, it's on the road, Please help me not to have problems, it's also in the pit and health has the possibility of infection, Vidovdanska road in the lower part of Pristina.",2017-07-03 09:22:00,2017-07-15 09:27:00,"The image shows a photo of a municipality complaint in Kosovo, provided by the public on their municipality complaints portal.

**Problem Description:**
The problem reported is related to a poorly installed canalization system on Vidovdanska road in the lower part of Pristina. The canalization is leaking, causing polluted water to flow onto the road and into a pit. This issue has been ongoing and is affecting the health of the residents in the area, as they are at risk of infection.

**Impact on Residents:**
The presence of polluted water on the road and in the pit poses a significant risk to the health of the residents in the area. The water can contain harmful bacteria and other contaminants that can cause illnesses such as diarrhea, cholera, and typhoid fever. Additionally, the smell of the polluted water can be unpleasant and may also contribute to health problems.

**Severity Assessment:**
Based on the description of the problem, I would assess the severity of the issue as high. The presence of polluted water on the road and in the pit poses a significant risk to the health of the residents in the area, and the issue has been ongoing for an extended period. The fact that the canalization is poorly installed and leaking suggests that the municipality has not taken adequate measures to address the problem, which further exacerbates the severity of the issue.

**Recommendations:**
To address this issue, I recommend that the municipality takes immediate action to repair the canalization system and install a new one if necessary. Additionally, the municipality should provide alternative water sources for the residents in the area until the problem is resolved. It is also important to conduct regular inspections of the canalization system to ensure that it is functioning properly and to prevent similar issues from occurring in the future.

Overall, the image highlights the importance of proper infrastructure maintenance and the need for municipalities to take prompt action to address complaints and prevent health risks to residents.",8,Other
1731179631-33,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Trotuar i dëmtuar          20:11, 17 Qer 2017,                 Përditësimi i fundit 07:32, 14 Kor 2017",https://ndreqe.com/report/771,"Raportuar në kategorinë Trotuar i dëmtuar nga anonim në 20:11, Sht 17 qershor 2017",*Shakllet qe jane pas tunelit jane te demutara dhe rrezikojne shume ecjen per femije dhe te moshuar,/photo/771.0.jpeg?d80e1f79,Prishtinës,771,https://ndreqe.com/photo/771.0.full.jpeg?d80e1f79,"Damaged sidewalk 20:11, 17 Jul 2017, Last updated 07:32, 14 Apr 2017","Reported in category Pavement damaged by anonymous at 20:11, Sat 17 June 2017",The conditions after the tunnel are deteriorated and pose a great risk to the passage of children and the elderly,2017-07-17 20:11:00,2017-04-14 07:32:00,"The image depicts a set of worn-out and damaged concrete steps, accompanied by a puddle of water on the ground. The steps are constructed from rough, uneven concrete blocks, with some of them appearing to be broken or cracked. A black metal railing is attached to the right side of the steps, providing support for individuals navigating the staircase. However, the railing is not securely fastened to the steps, posing a risk of collapse.

In the background, a red car is parked on the street, while a green fence is visible to the right of the steps. The surrounding environment appears to be a residential area, with buildings and trees visible in the distance. The overall atmosphere suggests a sense of neglect and disrepair, with the damaged steps and puddle of water creating a hazardous environment for pedestrians.

The severity of the problem is likely to be high, as the damaged steps and puddle of water pose a significant risk to the safety of residents, particularly children and the elderly. The lack of proper maintenance and repair has resulted in a hazardous situation that requires immediate attention. The fact that the steps are not securely fastened to the railing adds to the risk of injury or accident. Overall, the image presents a clear example of a municipal complaint that requires prompt action to ensure the safety and well-being of the community.",8,Damaged Sidewalk
1731179635-34,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Trotuar i dëmtuar          09:42, 14 Kor 2017,                 Përditësimi i fundit 09:20, 18 Kor 2017",https://ndreqe.com/report/816,"Raportuar në kategorinë Trotuar i dëmtuar nga anonim në 09:42, Pre 14 korrik 2017","Pas shtrimit nga Komuna te trotuarit vite me pare, zallin qe perdoret per fazen finale pas shtrimit te kockave ne trotuar nuk eshte larguar. Po ashtu me kohe eshte grumbulluar edhe zall tjeter, pershkak te mirembajtjes se rruges gjate dimrit.",/photo/816.0.jpeg?c16f0529,Prishtinës,816,https://ndreqe.com/photo/816.0.full.jpeg?c16f0529,"Damaged sidewalk 09:42, 14 Apr 2017, Last update 09:20, 18 Apr 2017","Reported in the Damaged pavement category by anonymous at 09:42, Thu 14 July 2017","Since the commune paved the sidewalk years ago, the salt used for the final phase after the ice has melted has not been removed. Also, over time, more salt has accumulated, due to the maintenance of the road during winter.",2017-04-14 09:42:00,2017-04-18 09:20:00,"The image shows a sidewalk made of gray bricks that runs along the side of a road. The sidewalk is on the left side of the image, and the road is on the right. The road is paved with asphalt and has tire tracks in it.

The sidewalk is made of small, rectangular bricks that are arranged in a herringbone pattern. The bricks are light gray in color and have a rough texture. The sidewalk is surrounded by grass and dirt on both sides.

The road is paved with asphalt and has tire tracks in it. The tire tracks are deep and wide, indicating that the road is heavily used. There are also some tire tracks on the sidewalk, which suggests that people have walked on the sidewalk and left their mark.

In the background, there is a brick wall on the left side of the image. The wall is made of red bricks and has a flat top. It appears to be a retaining wall, as it is built at an angle to support the soil behind it.

Overall, the image shows a sidewalk and road in a residential area. The sidewalk is made of bricks and is surrounded by grass and dirt. The road is paved with asphalt and has tire tracks in it. The image suggests that the area is well-maintained and that people use the sidewalk and road regularly.

*Answer*: The image shows a sidewalk and road in a residential area. The sidewalk is made of bricks and is surrounded by grass and dirt. The road is paved with asphalt and has tire tracks in it. The image suggests that the area is well-maintained and that people use the sidewalk and road regularly.",,Damaged Sidewalk
1731179635-35,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Trotuar i dëmtuar          09:42, 14 Kor 2017,                 Përditësimi i fundit 09:20, 18 Kor 2017",https://ndreqe.com/report/816,"Raportuar në kategorinë Trotuar i dëmtuar nga anonim në 09:42, Pre 14 korrik 2017","Pas shtrimit nga Komuna te trotuarit vite me pare, zallin qe perdoret per fazen finale pas shtrimit te kockave ne trotuar nuk eshte larguar. Po ashtu me kohe eshte grumbulluar edhe zall tjeter, pershkak te mirembajtjes se rruges gjate dimrit.",/photo/816.1.jpeg?b12e6b5a,Prishtinës,816,https://ndreqe.com/photo/816.1.jpeg?b12e6b5a,"Damaged sidewalk 09:42, 14 Apr 2017, Last update 09:20, 18 Apr 2017","Reported in the Damaged pavement category by anonymous at 09:42, Thu 14 July 2017","Years after the Municipality paved the sidewalk, the gravel used for the final phase after the cobblestone pavement was not removed. Also over time, more gravel has accumulated due to the maintenance of the road during winter.",2017-04-14 09:42:00,2017-04-18 09:20:00,"The image shows a sidewalk with a damaged section of cobblestone pavement. The cobblestones are uneven and have shifted, creating a tripping hazard. The surrounding area is overgrown with grass and weeds, and there are patches of dirt and gravel visible. A red and white pole is visible in the foreground, which appears to be a traffic cone or barrier.

The image suggests that the municipality has not properly maintained the sidewalk, leading to the deterioration of the cobblestone pavement. The presence of gravel and weeds indicates that the area has not been regularly cleaned or cleared. This could pose a risk to pedestrians, particularly the elderly or young children, who may trip or fall on the uneven surface.

Overall, the image highlights the need for better maintenance and upkeep of public infrastructure, such as sidewalks, to ensure the safety and accessibility of residents.",6,Damaged Sidewalk
1731179638-36,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik          20:53,  5 Gsh 2017,                 Përditësimi i fundit 09:03,  9 Gsh 2017",https://ndreqe.com/report/855,"Raportuar në kategorinë Ndriçim publik nga anonim në 20:53, Sht  5 gusht 2017",*ne Rrugen B ndriqimi nuk funksionon.,/photo/855.0.jpeg?1dd2cac2,Prishtinës,855,https://ndreqe.com/photo/855.0.full.jpeg?1dd2cac2,"Page information 20:53, 5 Jul 2017, Last edited 09:03, 9 Jul 2017","Reported in Public Lighting category by anonymous at 20:53, Sat  5 Aug 2017",The Rrugë Bëndritëm does not function.,2017-07-05 20:53:00,2017-07-09 09:03:00,"The image depicts a nighttime scene of a street with a row of buildings on the left and a sidewalk on the right. A yellow railing is visible at the top of the image, and a brick wall is on the right side.

The street appears to be dimly lit, with only a few lights visible. The buildings on the left side of the street are not clearly visible due to the darkness. The sidewalk on the right side of the street is also poorly lit, making it difficult to see any details.

The presence of a yellow railing at the top of the image suggests that there may be a staircase or balcony above the street level. The brick wall on the right side of the street adds to the overall sense of darkness and neglect.

Overall, the image conveys a sense of neglect and disrepair, with poor lighting and overgrown vegetation contributing to an atmosphere of abandonment. The lack of streetlights and the presence of a yellow railing suggest that the area may not be well-maintained or safe for pedestrians.

Severity Assessment:

* **Lighting:** The street is poorly lit, which can lead to safety concerns for pedestrians and drivers.
* **Neglect:** The presence of overgrown vegetation and a yellow railing suggests that the area may not be well-maintained.
* **Safety:** The lack of streetlights and the presence of a yellow railing may indicate that the area is not safe for pedestrians.
* **Aesthetics:** The overall appearance of the area is one of neglect and disrepair, which can negatively impact the quality of life for residents.

Based on these factors, I would rate the severity of the problem as moderate to high. The lack of proper lighting and the presence of overgrown vegetation and a yellow railing suggest that the area is not being properly maintained and may pose safety risks for residents.",5,Public Lighting
1731179638-37,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik          20:53,  5 Gsh 2017,                 Përditësimi i fundit 09:03,  9 Gsh 2017",https://ndreqe.com/report/855,"Raportuar në kategorinë Ndriçim publik nga anonim në 20:53, Sht  5 gusht 2017",*ne Rrugen B ndriqimi nuk funksionon.,/photo/855.1.jpeg?93efb91d,Prishtinës,855,https://ndreqe.com/photo/855.1.jpeg?93efb91d,"Public domain 20:53, 5 Jul 2017, Last updated 09:03, 9 Jul 2017","Reported in Public Lighting category by anonymous at 20:53, Sat  5 Aug 2017",The Rruga e Bëndërimit doesn't work.,2017-07-05 20:53:00,2017-07-09 09:03:00,"The image shows a dimly lit alleyway with a few streetlights, but most of the area is in darkness. The alleyway is narrow and has a brick wall on one side and a concrete wall on the other. There are some trees and bushes on the left side of the alleyway, but they are not well-lit. The streetlights are not working properly, which makes the alleyway feel unsafe and uncomfortable.

Based on the description provided by the person who submitted the photo, it appears that the issue is with the public lighting in the alleyway. The streetlights are not functioning correctly, which is causing concerns for the safety and comfort of residents in the area.

To assess the severity of this issue, we need to consider the potential impact on residents and the community. Here are some factors to consider:

* Safety: The lack of proper lighting in the alleyway can make it difficult for people to navigate safely, especially at night. This could lead to accidents or injuries.
* Comfort: The dim lighting can also make the alleyway feel uncomfortable or even scary, which could discourage people from using the area.
* Community impact: The alleyway may be used by residents, businesses, or visitors, and the lack of proper lighting could affect their ability to use the area effectively.

Overall, the severity of this issue is moderate to high. While it may not be a critical safety concern, it can still have a significant impact on the comfort and safety of residents and the community as a whole. Therefore, it is important to address this issue promptly and ensure that the streetlights are repaired or replaced as soon as possible.",7,Public Lighting
1731179638-38,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik          20:53,  5 Gsh 2017,                 Përditësimi i fundit 09:03,  9 Gsh 2017",https://ndreqe.com/report/855,"Raportuar në kategorinë Ndriçim publik nga anonim në 20:53, Sht  5 gusht 2017",*ne Rrugen B ndriqimi nuk funksionon.,/photo/855.2.jpeg?e4d6d34c,Prishtinës,855,https://ndreqe.com/photo/855.2.jpeg?e4d6d34c,"Page information 20:53, 5 Jan 2017, Last edited 09:03, 9 Jan 2017","Reported in Public Lighting category by anonymous at 20:53, Sat  5 August 2017",The Rruga e Bëndrit's irrigation system does not function.,2017-01-05 20:53:00,2017-01-09 09:03:00,"The image depicts a dimly lit tunnel with a concrete wall on the right side and a metal railing on the left. The tunnel stretches into the distance, with a bright light at the end, suggesting that it may be an entrance or exit point. The overall atmosphere of the image is one of darkness and isolation, with the only light coming from the distant source.

Based on the description provided, it appears that the resident who submitted the photo is complaining about the lack of functioning irrigation systems in the Rruga e Bëndrit area. This could potentially cause disruptions to the local community, such as:

* Overgrown vegetation: Without proper irrigation, plants and trees may grow unchecked, leading to overgrown vegetation that can obstruct sidewalks, roads, and other public spaces.
* Water scarcity: The lack of functioning irrigation systems may lead to water scarcity, affecting not only the local flora but also the residents who rely on these systems for their daily needs.
* Aesthetics: The overgrown vegetation and lack of proper maintenance may negatively impact the aesthetic appeal of the area, potentially deterring visitors and investors.

To address this issue, the municipality could consider the following steps:

* Conduct an assessment: The municipality should conduct an assessment of the irrigation systems in the Rruga e Bëndrit area to determine the extent of the problem and identify potential solutions.
* Repair or replace systems: The municipality should repair or replace the malfunctioning irrigation systems to ensure that they are functioning properly.
* Implement maintenance schedules: The municipality should implement regular maintenance schedules to prevent future malfunctions and ensure that the systems are well-maintained.
* Educate residents: The municipality should educate residents on the importance of proper irrigation management and encourage them to report any issues with the systems.

By taking these steps, the municipality can help address the issue of malfunctioning irrigation systems in the Rruga e Bëndrit area and improve the overall quality of life for residents.",5,Public Lighting
