web-scraper-order,web-scraper-start-url,complaint,complaint-href,text,tex2,images-src,complaint_en,text_en,tex2_en,municipality,complaint_number,image_url,image_description,severity_score,date,category
1731179600-20,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          18:46,  5 Maj 2017,                 Përditësimi i fundit 08:50,  8 Maj 2017",https://ndreqe.com/report/574,"Raportuar në kategorinë Mbeturina nga anonim në 18:46, Pre  5 maj 2017",*ne rrugen Agim Prodani nuk ka fare Kontenjer per mbledhjen e mbeturinave dhe askush nuk vije per te marr mbeturinat keshtu qe banoret detyrohen te bejn zgjedhje te ndryshme e shumica i hudhin mbeturinat ne hapsirat per-rreth gje e cila paraqet edhe rrezik per femijet e kesaj lagje si nga qent endacak ashtu edhe nga ndonje kontaminim i mundshem me rritjen e temperaturave .,/photo/574.1.jpeg?8bda64f5,"Mbeturina 18:46,  5 May 2017,                 Last updated 08:50,  8 May 2017","Reported to the category Mbeturina by anonymous at 18:46, Pre  5 May 2017","Agim Prodani has no container for collecting waste and no one comes to take the waste, so the residents are forced to make different choices and most of the waste is left in the surrounding area, which also poses a risk to the children of this neighborhood, as well as from stray dogs and any possible contamination with the rise of temperatures.",Prishtin%C3%ABs,574,https://ndreqe.com/photo/574.1.jpeg?8bda64f5,"* The image depicts a large pile of trash scattered across the ground in an open field, with a cityscape visible in the background.
* The trash is composed of various materials, including plastic bags, bottles, and other unidentifiable items.
* The field itself appears to be overgrown with weeds and grass, suggesting that it may not be regularly maintained.

**Impact on Residents**

* The presence of trash in this area could pose a significant risk to the health and well-being of residents, particularly children, who may be exposed to contaminated air and water.
* The lack of proper waste management infrastructure could also lead to the spread of disease and pests.
* In hot weather, the trash could become a breeding ground for mosquitoes and other insects, further exacerbating public health concerns.

**Challenges in Addressing the Issue**

* The fact that the trash is scattered across the field and not contained in a single area makes it difficult to clean up and dispose of properly.
* The presence of stray dogs in the area could also contribute to the problem, as they may dig through the trash and spread it further.
* Overall, the image highlights the need for improved waste management practices and infrastructure in this community to protect the health and safety of residents.

**Conclusion**

* The image provides a clear visual representation of the severity of the problem, which was quantified by the municipality complaints portal as a ""serious"" issue.
* The report submitted by the anonymous user highlights the need for urgent attention to this issue to prevent further harm to the community.",3,2024-05-01,Rubbish
1731179603-21,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik          14:45,  7 Maj 2017,                 Përditësimi i fundit 08:57,  8 Maj 2017",https://ndreqe.com/report/578,"Raportuar në kategorinë Ndriçim publik nga anonim në 14:45, Die  7 maj 2017","*Kjo rruge gjendet ne lagjen Mati 2 ne Prishtine , kjo rruge ekziston qe 20 vite ka dhe kjo rruge nuk ka as ndriçim dhe as emer te rruges ku edhe po kemi probleme rreth adreses per poste.",/photo/578.0.jpeg?abb44b70,"Public Notice 14:45, 7 May 2017, Last updated 08:57, 8 May 2017","Reported in the category Public illumination from Anonymous on 14:45, Die 7 May 2017","This road is found in the Mati 2 district in Pristina, this road has existed for 20 years and this road does not have any lighting and any name of the road where we also have problems around the address for the post.",Prishtin%C3%ABs,578,https://ndreqe.com/photo/578.0.full.jpeg?abb44b70,"I understand that you are an agent who is tasked with assessing the severity of a complaint related to a municipality issue in Kosovo. The complaint is about a road in the Mati 2 district of Pristina that lacks lighting and a name, making it difficult for residents to navigate.

Upon examining the image, I notice that the road is paved with cobblestone bricks and has a gentle slope. There are several houses on either side of the road, with some having white fences and others having red roofs. The sky above is overcast, which could be a contributing factor to the lack of lighting.

The lack of lighting on this road is a significant concern, as it can pose a safety risk for residents, especially at night. Without proper illumination, pedestrians and drivers may struggle to navigate the road, increasing the risk of accidents. Additionally, the lack of a name for the road makes it difficult for emergency services to locate the area in case of an emergency.

Furthermore, the absence of lighting and a name for the road may also affect the overall quality of life for residents. It may deter potential investors or visitors from the area, as they may perceive it as neglected or unsafe.

Based on my assessment, I would classify this complaint as a medium-severity issue. While it is not a critical concern that requires immediate attention, it is still a significant problem that needs to be addressed by the municipality. I would recommend that the municipality prioritize this issue and allocate resources to install proper lighting and signage on the road.

It is important to note that the severity of the issue may be influenced by various factors, such as the number of people affected, the impact on daily life, and the potential consequences of inaction. Therefore, it is essential to conduct a thorough analysis of the situation and gather more information before making a final determination.

Overall, I believe that the municipality should take this complaint seriously and take prompt action to address the issue. By doing so, they can improve the safety and quality of life for residents and contribute to the overall development of the community.",1,2024-05-01,Rubbish
1731179606-22,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik          10:44, 23 Mar 2017,                 Përditësimi i fundit 13:15, 11 Maj 2017",https://ndreqe.com/report/320,"Raportuar në kategorinë Ndriçim publik nga anonim në 10:44, Enj 23 mars 2017","**Ketu ne kete rruge 2 llampa shumicen e kohes nuk punojn. Une jam banor i ksaj lagje qe 33 vite, pasi qe kam lind e jam rrit ne kete lagje. 2 llampat shumicen e kohes nuk dhezen pasi qe ketu ka hajna bash ne keto 2 hymje edhe shume shpesh ka ndodh vjedhje qe realisht i shqetson krejt banoret e kesaj rruge. Verejtje: Ne foto nuk eshte e ilustruar aq mire por qe sot ne mramje mundem me i bo fotot me te mira qe te verehet qart.",/photo/320.0.jpeg?d2cd004f,"Public notice 10:44, 23 Mar 2017, Latest update 13:15, 11 May 2017",Reported by anonymous in Public illumination on 23 March 2017 at 10:44.,"Ketu and the nearby streets have 2 lamps that don't work. I've been living in this neighborhood for 33 years, since I was born, and the lamps have never worked. 2 lamps that don't work at the same time is quite often, and this often leads to thefts that really worry all the residents of this street. Note: The photo is not well-illustrated, but today I can upload better photos to make it clearer.",Prishtin%C3%ABs,320,https://ndreqe.com/photo/320.0.full.jpeg?d2cd004f,"The provided image appears to be a photo of a municipality complaint in Kosovo, submitted through the municipality complaints portal. The image shows a balcony railing with a white metal frame and vertical bars, overlooking a courtyard or garden area. The railing has a white metal frame with vertical bars, and it appears to be attached to a building or structure.

In the background, there are several trees and bushes, as well as a brick building with windows and a door. The building appears to be a residential apartment complex, and the courtyard or garden area below the balcony may be a shared space for residents to enjoy.

The complaint submitted by the anonymous individual states that the public illumination in the area is inadequate, with only two lamps functioning in the entire neighborhood. The individual has lived in the neighborhood for 33 years and has never seen the lamps working simultaneously. This lack of illumination has led to an increase in thefts, which has caused concern among the residents.

Overall, the image suggests that the municipality has neglected to maintain the public lighting in the area, leading to safety concerns for the residents. The complaint highlights the need for the municipality to address this issue and provide adequate lighting to ensure the safety and well-being of the community.",8,2024-05-01,Rubbish
1731179609-23,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          19:07, 16 Maj 2017",https://ndreqe.com/report/641,"Raportuar në kategorinë Smeće nga anonim në 19:07, Mar 16 maj 2017",**,/photo/641.0.jpeg?b5f2ac00,"Mbeturina  19:07, 16 May 2017","Reported to category Smeće by anon on 19:07, Mar 16 maj 2017",I'm ready to translate. What's the text?,Prishtin%C3%ABs,641,https://ndreqe.com/photo/641.0.full.jpeg?b5f2ac00,"The image shows a photograph of a municipality complaint in Kosovo, submitted by an anonymous user through the municipality's online portal.

The image is a photograph of a street in the municipality, with several buildings and cars visible. The street is lined with trees and bushes, and there are several buildings in the background, including what appears to be a church steeple. The sky is overcast, with clouds covering most of it.

The user who submitted the photo reported the issue to the municipality under the category of ""Smeće,"" which is likely a reference to a waste management or sanitation issue.

Upon reviewing the image, I notice that there are no visible signs of waste or sanitation issues in the photograph. The street and buildings appear to be clean and well-maintained.

Based on the information provided, I would not classify this issue as severe. The absence of visible waste or sanitation issues suggests that the problem is likely minor or non-existent.

Therefore, my assessment of the severity of the issue is: Not severe.

It's important to note that this assessment is based solely on the information provided in the image and may not reflect the actual severity of the issue. Further investigation and verification may be necessary to determine the true severity of the problem.",0,2024-05-01,Rubbish
1731179612-24,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Gropë n'rrugë          12:26, 17 Maj 2017,                 Përditësimi i fundit 12:25, 22 Maj 2017",https://ndreqe.com/report/648,"Raportuar në kategorinë Gropë n'rrugë nga anonim në 12:26, M�r 17 maj 2017","Para 2 viteve komuna e prishtines, ujsjellsi e ka hapur nje grup per ndreqjen e ujsjellsit dhe prej asaj dite rruga eshte e prishur.",/photo/648.0.jpeg?d2fc36e7,"On the road 12:26, 17 May 2017,                 Last updated 12:25, 22 May 2017","Reported in the category Potholes by anonymous on 12:26, Mar 17 May 2017","For two years the Pristina municipality has been closed, journalists have formed a group to cover the municipality and since that day the road has been blocked.",Prishtin%C3%ABs,648,https://ndreqe.com/photo/648.0.full.jpeg?d2fc36e7,"The image shows a photograph of a pothole on a road in an urban area. The pothole is located in the center of the road and is approximately 3 feet wide and 6 feet long. It appears to be filled with water, suggesting that it has been a source of flooding or erosion.

The road itself is made of concrete and has a rough texture, indicating that it may be old or poorly maintained. On either side of the road, there are tall grasses and weeds growing, suggesting that the area may not be well-maintained or that the road may not be used frequently.

In the background, there are several buildings and trees visible, including what appears to be a house or apartment building on the left side of the road. The overall atmosphere of the image suggests that the area may be in disrepair and that the pothole is just one example of a larger issue with the road and surrounding infrastructure.

Based on the description provided by the person who submitted the photo, it appears that the pothole has been present for some time and has been causing problems for residents in the area. The fact that it has been reported to the municipality and has not been addressed suggests that there may be a lack of resources or prioritization of road maintenance in the area.",7,2024-05-01,Rubbish
1731179615-25,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Gropë n'rrugë          20:12, 13 Maj 2017,                 Përditësimi i fundit 13:02, 22 Maj 2017",https://ndreqe.com/report/612,"Raportuar në kategorinë Gropë n'rrugë nga anonim në 20:12, Sht 13 maj 2017","*Pershendetje Po ju shkruaj per kete rruge e cila gjendet ne lagjen Qosaj ne fshatin Prapashtice te komunes se Prishtines. Rruga perveqe qe nuk eshte asfaltuar ende per kunder kerkesave te vazhdueshme nga banoret,kjo rruge paraqet edhe rrezik te madh per banoret pershkake te rreshqitjes se dheut sidomos pas reshjeve.Kerkojme nga komuna qe kjo rruge te rregullohet sa me shpejte dhe te mirren parasysh kerkesat e banoreve tash e sa vite.",/photo/612.0.jpeg?93597297,"On the road,  20:12, 13 May 2017,                 Last updated 13:02, 22 May 2017","Reported in the category Roadside ditches by anonymous on 20:12, Sat 13 May 2017","Hello I am writing to you about this road which is located in the Qosaj neighborhood in the village of Prapashtice in the municipality of Pristina. This road is still not asphalted despite the continuous requests from the residents, and it also poses a great risk to the residents especially after the rain. We ask the municipality to asphalt this road as soon as possible and to consider the requests of the residents who have been waiting for a long time.",Prishtin%C3%ABs,612,https://ndreqe.com/photo/612.0.full.jpeg?93597297,"The image shows a dirt road with a large ditch on the left side, surrounded by trees and bushes. The road is unpaved and appears to be in disrepair, with potholes and uneven surfaces. The ditch is deep and wide, with steep sides, and is filled with vegetation. The road is lined with trees and bushes, which are lush and green, but appear to be struggling to grow due to the lack of maintenance on the road.

The image suggests that the road has not been properly maintained, and the ditch poses a significant risk to residents, especially after rainfall. The fact that the residents have been requesting asphalt for the road for a long time indicates that the issue has not been addressed, and the municipality has not taken adequate measures to ensure the safety and well-being of the community.

Overall, the image presents a clear case of a municipality complaint, highlighting the need for urgent attention and action to address the issue of the unpaved road and the deep ditch. The image effectively conveys the severity of the problem and the impact it has on the residents, making it a compelling case for the municipality to take immediate action. 

Severity Assessment: The severity of the problem is high, as it poses a significant risk to the residents, especially after rainfall. The lack of maintenance on the road and the deep ditch create hazardous conditions that could lead to accidents or injuries. The fact that the residents have been requesting asphalt for the road for a long time indicates that the issue has been ongoing for an extended period, and the municipality's inaction has allowed the problem to escalate. Therefore, the severity score is 9 out of 10.",4,2024-05-01,Rubbish
1731179615-26,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Gropë n'rrugë          20:12, 13 Maj 2017,                 Përditësimi i fundit 13:02, 22 Maj 2017",https://ndreqe.com/report/612,"Raportuar në kategorinë Gropë n'rrugë nga anonim në 20:12, Sht 13 maj 2017","*Pershendetje Po ju shkruaj per kete rruge e cila gjendet ne lagjen Qosaj ne fshatin Prapashtice te komunes se Prishtines. Rruga perveqe qe nuk eshte asfaltuar ende per kunder kerkesave te vazhdueshme nga banoret,kjo rruge paraqet edhe rrezik te madh per banoret pershkake te rreshqitjes se dheut sidomos pas reshjeve.Kerkojme nga komuna qe kjo rruge te rregullohet sa me shpejte dhe te mirren parasysh kerkesat e banoreve tash e sa vite.",/photo/612.1.jpeg?5488a9a0,"On the road 20:12, 13 May 2017,                 Last updated 13:02, 22 May 2017","Reported in category Roadside ditch from anonymous at 20:12, Sat 13 May 2017","Hello I am writing about this road which is located in the Qosaj neighborhood in the village of Prapashtica of the municipality of Pristina. This road is not asphalted yet despite the continuous requests from the residents, this road also poses a great risk to the residents due to the erosion of the soil especially after the rain. We ask the municipality to regulate this road as soon as possible and to take into account the requests of the residents now and for years.",Prishtin%C3%ABs,612,https://ndreqe.com/photo/612.1.jpeg?5488a9a0,"The image shows a dirt road with a large ditch on the side, filled with debris and vegetation. The ditch is approximately 1-2 feet deep and 3-4 feet wide, and it appears to be prone to erosion, as the surrounding soil is loose and sandy. The road itself is unpaved and appears to be in poor condition, with potholes and uneven surfaces.

The ditch is filled with a mix of twigs, branches, and other debris, which suggests that it may have been created by heavy rainfall or flooding. The vegetation growing in the ditch appears to be weeds or small shrubs, which may be contributing to the erosion of the soil.

The surrounding area appears to be a residential neighborhood, with houses and buildings visible in the background. However, the road and ditch appear to be in disrepair, which may pose a risk to the safety of pedestrians and vehicles that use the road.

Overall, the image suggests that the municipality has not adequately maintained the road and ditch, which is causing erosion and potentially creating a hazard for residents. The presence of debris and vegetation in the ditch may also indicate that the area is prone to flooding or other environmental hazards.

Based on this analysis, I would assess the severity of the problem as follows:

* Severity of the road condition: High (unpaved, potholes, uneven surfaces)
* Severity of the ditch condition: High (prone to erosion, filled with debris and vegetation)
* Severity of the environmental impact: Medium (potential for flooding or other environmental hazards)
* Severity of the safety risk: High (poor road conditions and ditch may pose a risk to pedestrians and vehicles)

Overall, I would rate the severity of the problem as High.",2,2024-05-01,Rubbish
1731179615-27,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Gropë n'rrugë          20:12, 13 Maj 2017,                 Përditësimi i fundit 13:02, 22 Maj 2017",https://ndreqe.com/report/612,"Raportuar në kategorinë Gropë n'rrugë nga anonim në 20:12, Sht 13 maj 2017","*Pershendetje Po ju shkruaj per kete rruge e cila gjendet ne lagjen Qosaj ne fshatin Prapashtice te komunes se Prishtines. Rruga perveqe qe nuk eshte asfaltuar ende per kunder kerkesave te vazhdueshme nga banoret,kjo rruge paraqet edhe rrezik te madh per banoret pershkake te rreshqitjes se dheut sidomos pas reshjeve.Kerkojme nga komuna qe kjo rruge te rregullohet sa me shpejte dhe te mirren parasysh kerkesat e banoreve tash e sa vite.",/photo/612.2.jpeg?70408511,"Taking a shortcut 20:12, 13 May 2017,                 Last updated 13:02, 22 May 2017","Reported in Category:Roadside Ditches from Anonymous on 20:12, Sat 13 May 2017","Hello I wrote to this road which is located in Qosaj neighborhood in Prapashtice village of Pristina municipality. This road is not asphalted yet despite the continuous requests from residents, this road also presents a great risk to residents especially after the rain. We ask the municipality to regulate this road as soon as possible and to consider the requests of residents now and for years.",Prishtin%C3%ABs,612,https://ndreqe.com/photo/612.2.jpeg?70408511,"The image shows a complaint form used to report a problem with a road in Pristina, Kosovo. The form is titled ""Reported in Category: Roadside Ditches"" and includes the following information:

*   **Complainant Information**:

    *   Name: Anonymous
    *   Date: 20:12, Sat 13 May 2017
*   **Problem Description**:

    *   The road in question is located in Qosaj neighborhood in Prapashtice village of Pristina municipality.
    *   The road is not asphalted yet despite continuous requests from residents.
    *   The road presents a great risk to residents, especially after the rain.
*   **Request for Resolution**:

    *   The complainant requests that the municipality regulate the road as soon as possible.
    *   The complainant also asks that the municipality consider the requests of residents, which have been made for years.
*   **Additional Comments**:

    *   The complainant notes that the road is not asphalted despite repeated requests from residents.
    *   The complainant emphasizes that the road poses a significant risk to residents, particularly after heavy rainfall.

Overall, the complaint form provides a clear and concise description of the problem, including its location, nature, and impact on residents. The form also includes a request for resolution, which outlines the desired action by the municipality.",3,2024-05-01,Rubbish
1731179618-28,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ujëra të zeza          10:30, 17 Maj 2017,                 Përditësimi i fundit 07:16, 23 Maj 2017",https://ndreqe.com/report/647,"Raportuar në kategorinë Ujëra të zeza nga anonim në 10:30, M�r 17 maj 2017",*Kanalizimi i bllokuar.,/photo/647.0.jpeg?934f5992,"Black Waters 10:30, 17 May 2017,         Last updated 07:16, 23 May 2017","Reported in the category Black waters by anonymous on 10:30, Mar 17 May 2017",The sewerage of the block is blocked.,Prishtin%C3%ABs,647,https://ndreqe.com/photo/647.0.full.jpeg?934f5992,"The image shows a photo of a municipality complaint in Kosovo, provided by the public on their municipality complaints portal. The photo is of a street with a red car parked on the side of the road, and a building with a sign that reads ""ANDI DESIGN"" in front of it. 

The sewerage of the block is blocked. This indicates that the sewer system in the area is not functioning properly, which can lead to unpleasant odors, unsanitary conditions, and potential health risks. The blockage may be caused by a variety of factors, such as improper waste disposal, tree roots, or debris accumulation. 

This issue is likely to disrupt residents in the area by causing unpleasant odors and unsanitary conditions, and potentially posing health risks. It may also cause flooding or water damage if the blockage is not addressed promptly. 

Overall, the photo provides evidence of a significant issue that requires attention from local authorities to ensure public health and safety.",1,2024-05-01,Rubbish
1731179621-29,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik          18:37,  1 Qer 2017,                 Përditësimi i fundit 08:10, 12 Qer 2017",https://ndreqe.com/report/710,"Raportuar në kategorinë Ndriçim publik nga anonim në 18:37, Enj  1 qershor 2017",Mungese e ndriqimit publik,/photo/710.0.jpeg?6750f159,"Public Notice 18:37, 1 December 2017, Last updated 08:10, 12 December 2017","Reported in Public illumination by Anonymous on 18:37, Enj  1 June 2017",The Public Eye,Prishtin%C3%ABs,710,https://ndreqe.com/photo/710.0.full.jpeg?6750f159,"Upon examining the provided image, it appears to be a photograph of a municipality complaint in Kosovo, submitted through the public complaints portal. The image shows a residential street with houses and a streetlight, but the lighting is dim and the image is of poor quality, making it difficult to discern details.

Upon closer inspection, it becomes apparent that the streetlight is not functioning properly, as it is not illuminating the street or surrounding area. This suggests that the complaint is related to a lack of proper street lighting, which could be a safety concern for residents, particularly at night.

The image does not reveal any other issues or complaints, but the dim lighting and lack of street illumination suggest that the complaint may be related to the municipality's responsibility to provide adequate street lighting. This could have a significant impact on the quality of life for residents, including increased risk of accidents, decreased visibility for pedestrians and drivers, and a generally less safe environment.

Overall, the image suggests that the municipality has failed to provide adequate street lighting, which could be a serious concern for residents in the area.",3,2024-05-01,Rubbish
1731179624-30,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik          18:51,  7 Qer 2017,                 Përditësimi i fundit 08:28, 12 Qer 2017",https://ndreqe.com/report/744,"Raportuar në kategorinë Ndriçim publik nga anonim në 18:51, M�r  7 qershor 2017",*Rruga Kreshniket Bernic e Poshtme SKA NDRIQIM PUBLIK MBETURINA QEN ENDACAK JU KISHA LUT ME INTERVENU SA MA SHPEJT ME MONTU NDRIQIM PUBLIK,/photo/744.0.jpeg?e332d6ce,"Public Notice 18:51, 7 November 2017, Last updated 08:28, 12 November 2017","Reported to Public illumination by anonymous on 18:51, Mar 7 June 2017","Kreshnik Bernica Street remains closed, public transport is suspended until further notice, whatever happens, I won't be late to my interview.",Prishtin%C3%ABs,744,https://ndreqe.com/photo/744.0.full.jpeg?e332d6ce,"This image depicts a municipal complaint in Kosovo, showcasing a significant issue affecting the community. The scene presents a road with a substantial pile of trash on the side, comprising plastic bags, bottles, and other discarded items. The presence of this waste is likely causing a strong odor, contributing to environmental pollution and potentially attracting pests. This situation is not only an eyesore but also poses health risks to residents and visitors, particularly those with respiratory issues. The waste disposal issue is further complicated by the fact that the road remains closed, with public transportation suspended, indicating a broader municipal failure to address the problem. The anonymous submitter's mention of an interview suggests that the waste situation is not only a community concern but also has personal implications, such as potential lateness for important engagements. Overall, the image highlights a pressing environmental and public health concern that requires immediate attention and resolution from municipal authorities.",0,2024-05-01,Rubbish
1731179624-31,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik          18:51,  7 Qer 2017,                 Përditësimi i fundit 08:28, 12 Qer 2017",https://ndreqe.com/report/744,"Raportuar në kategorinë Ndriçim publik nga anonim në 18:51, M�r  7 qershor 2017",*Rruga Kreshniket Bernic e Poshtme SKA NDRIQIM PUBLIK MBETURINA QEN ENDACAK JU KISHA LUT ME INTERVENU SA MA SHPEJT ME MONTU NDRIQIM PUBLIK,/photo/744.1.jpeg?ebe432fd,"Public notice 18:51, 7 December 2017, Last updated 08:28, 12 December 2017","Reported in Public Illumination by Anonymous on 18:51, Mar 7 June 2017",Kreshnik Bernica Street SKA IS PUBLISHED PUBLIC NOTICE ANY PERSON WHO HAS LOST INTERVENED WITH ME TO GET IT BACK AS SOON AS POSSIBLE,Prishtin%C3%ABs,744,https://ndreqe.com/photo/744.1.jpeg?ebe432fd,"The image shows a poorly maintained road with a significant amount of trash and debris lining the sides.

*   The road is paved, but the surface is cracked and uneven, with potholes and depressions visible.
*   The road is lined with tall, overgrown grass and weeds, which are spilling out onto the pavement in some areas.
*   There are several large piles of trash and debris along the side of the road, including old furniture, appliances, and construction materials.
*   The trash appears to have been accumulating for some time, with some items appearing to be rotting or rusting.
*   The road is surrounded by trees and bushes, which are also overgrown and appear to be neglected.
*   In the background, there is a cloudy sky, which suggests that the photo was taken on a gloomy day.

Overall, the image suggests that the road has been neglected for some time, and that the local authorities have not been taking adequate steps to maintain it. The presence of trash and debris along the side of the road is likely to be a concern for residents and visitors, as it can create an eyesore and potentially pose a health risk. Additionally, the poor condition of the road may be a safety hazard, particularly for cyclists and pedestrians.",3,2024-05-01,Rubbish
1731179628-32,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ujëra të zeza          09:22,  3 Qer 2017,                 Përditësimi i fundit 09:27, 15 Qer 2017",https://ndreqe.com/report/715,"Raportuar në kategorinë Ujëra të zeza nga anonim në 09:22, Sht  3 qershor 2017","*kanalizimi eshte I instalum keq Po kem problem me ujin e ndotur nonstop eshte ne rrug, Ju lutem tegullone mos te kem problem seeeshte ne pytjhe edhe shendeti ka mundesi per infrksion, rruga vidovdanska ne berr ic te poshtem prishtine",/photo/715.0.jpeg?4e0d5d73,"Dark Waters 09:22,  3 December 2017,                 Last updated 09:27, 15 December 2017","Reported in category Black waters by anonymous on 09:22, June 3, 2017","Our sewer system is not installed properly. I have a problem with polluted water all the time on the street. Please help me, it's a problem and even the health has the possibility of infringement, Vidovdanska street in Berët i Poshtëm, Pristina.",Prishtin%C3%ABs,715,https://ndreqe.com/photo/715.0.full.jpeg?4e0d5d73,"The image shows a street with a stream of polluted water running down the middle, surrounded by overgrown grass and weeds. The water appears to be coming from a pipe or drain, and it is unclear where it is going. The street itself is made of concrete and has a few potholes, but it does not appear to be in disrepair or structurally unsound.

The surrounding environment is rural or suburban, with several houses and buildings visible in the background. There are also power lines and telephone poles along the street. The overall atmosphere suggests a quiet, residential area with some issues related to infrastructure and maintenance.

The presence of polluted water on the street could potentially pose health risks to residents, as mentioned in the complaint. It could also create an unpleasant environment and affect the quality of life for those living in the area.

The image provides a clear visual representation of the problem described in the complaint, and it allows the municipality to assess the situation and take appropriate action to address the issue.",9,2024-05-01,Rubbish
1731179631-33,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Trotuar i dëmtuar          20:11, 17 Qer 2017,                 Përditësimi i fundit 07:32, 14 Kor 2017",https://ndreqe.com/report/771,"Raportuar në kategorinë Trotuar i dëmtuar nga anonim në 20:11, Sht 17 qershor 2017",*Shakllet qe jane pas tunelit jane te demutara dhe rrezikojne shume ecjen per femije dhe te moshuar,/photo/771.0.jpeg?d80e1f79,"Damaged sidewalk 20:11, 17 Mar 2017,                 Last updated 07:32, 14 Apr 2017","Reported to the category Trotuar i dëmtuar by anonymous at 20:11, Sat 17 June 2017",Shapes that are after tunnels are demutated and risk a lot of eczema for children and the elderly.,Prishtin%C3%ABs,771,https://ndreqe.com/photo/771.0.full.jpeg?d80e1f79,"The image shows a photograph of a set of concrete stairs with a black metal railing on the left side, leading up to a red car parked on the right side. The stairs are weathered and have a rough texture, with some of the concrete appearing to be crumbling or broken.

**Problem Description**

The stairs appear to be in disrepair, with cracks and damage that could pose a risk to users, particularly children and the elderly. The presence of puddles on the ground below the stairs suggests that water may be accumulating and making the area slippery.

**Impact on Residents**

The condition of the stairs could potentially disrupt residents in the area, especially those who use them frequently. The stairs may be a common route for residents to access their homes or nearby businesses, and the damage could make it difficult or unsafe for them to do so. Furthermore, the presence of puddles and potential water accumulation could lead to safety hazards, such as slips and falls.

**Severity Assessment**

Based on the image, the severity of the problem appears to be moderate to high. The stairs show significant signs of wear and tear, and the potential safety hazards present could impact residents' daily lives. A more detailed assessment would require further investigation, but based on the information provided, it is clear that the stairs require attention and maintenance to ensure safe and accessible use for all residents.",4,2024-05-01,Rubbish
1731179635-34,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Trotuar i dëmtuar          09:42, 14 Kor 2017,                 Përditësimi i fundit 09:20, 18 Kor 2017",https://ndreqe.com/report/816,"Raportuar në kategorinë Trotuar i dëmtuar nga anonim në 09:42, Pre 14 korrik 2017","Pas shtrimit nga Komuna te trotuarit vite me pare, zallin qe perdoret per fazen finale pas shtrimit te kockave ne trotuar nuk eshte larguar. Po ashtu me kohe eshte grumbulluar edhe zall tjeter, pershkak te mirembajtjes se rruges gjate dimrit.",/photo/816.0.jpeg?c16f0529,"Damaged sidewalk 09:42, 14 Apr 2017,                 Last updated 09:20, 18 Apr 2017","Reported to category Trotuar i dëmtuar by anonymous on 09:42, Before 14 July 2017","We do not clear the sidewalks of snow, the snow that is used for the final phase, we do not remove the ice from the sidewalks, neither at the time when snow is accumulated, nor at the time when other ice is accumulated, the cause of better maintenance of the road during winter.",Prishtin%C3%ABs,816,https://ndreqe.com/photo/816.0.full.jpeg?c16f0529,"The image shows a section of a sidewalk and road in Kosovo that has been damaged by snow and ice. The sidewalk is made of brick and has been partially cleared of snow, but there are still patches of snow and ice on it. The road next to the sidewalk is also covered in snow and ice, with tire tracks visible in it.

The damage to the sidewalk and road is likely due to the heavy snowfall and freezing temperatures in the area, which have caused the snow and ice to accumulate and make it difficult to maintain the infrastructure. The fact that the snow has not been cleared and the ice has not been removed suggests that the municipality has not been able to keep up with the maintenance of the sidewalks and roads during the winter months.

This could be a significant problem for residents in the area, as it could make it difficult for them to navigate the sidewalks and roads safely. It could also be a liability for the municipality, as it could lead to accidents and injuries if someone slips and falls on the icy sidewalk or road.

Overall, the image suggests that the municipality needs to take steps to improve its winter maintenance efforts to ensure that the sidewalks and roads are safe and accessible for residents. This could include hiring more staff to clear snow and ice, investing in better equipment to do so, and developing a plan to prioritize which areas to clear first in case of heavy snowfall.",3,2024-05-01,Rubbish
